113學年度大學分發入學    各系組最低錄取標準及錄取人數一覽表,,,,,,
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
2234,國立中正大學,企業管理學系,英x2.00 國x1.50 地x1.00 數Bx2.00,41,271.50,-----
2235,國立中正大學,會計與資訊科技學系甲組,英x2.00 數Ax2.00 國x1.50 物x1.00,2,309.00,-----
2236,國立中正大學,會計與資訊科技學系乙組,英x2.00 數Bx2.00 國x1.50 公x1.00,27,279.50,-----
2237,國立中正大學,法律學系法學組,英x1.50 國x1.50 數Bx1.00 公x1.00 歷x1.00,25,274.50,-----
2240,國立中正大學,法律學系法制組,英x1.50 國x1.50 數Bx1.00 公x1.00 歷x1.00,22,274.00,280.50
2241,國立中正大學,財經法律學系,國x1.50 英x1.50 公x1.00 歷x1.00 數Bx1.00,25,278.00,-----
2242,國立中正大學,成人及繼續教育學系,英x1.50 國x1.00 公x1.50 數Bx1.00,13,200.50,-----
2243,國立中正大學,犯罪防治學系,英x1.50 國x1.25 公x1.50 數Bx1.00,23,227.25,228.80
2244,國立中正大學,數學系,數甲x2.00 英x1.25 物x1.00,20,164.25,-----
2245,國立中正大學,物理學系,物x1.50 數甲x1.50 英x1.25 化x1.00 國x1.00,19,259.75,-----
2246,國立中正大學,化學暨生物化學系,化x2.00 物x1.00 數甲x1.25 英x1.25 國x1.00,19,277.25,-----
2247,國立中正大學,地球與環境科學系,數甲x1.50 物x1.50 化x1.50 英x1.00 國x1.00,18,252.00,-----
2250,國立中正大學,資訊工程學系,數甲x1.25 英x1.50 物x1.00 化x1.00 國x1.00,51,261.25,-----
2251,國立中正大學,電機工程學系甲組,數甲x1.00 物x1.00 英x1.00 化x1.00 國x1.00,3,246.00,-----
2252,國立中正大學,電機工程學系乙組,數甲x1.00 物x1.00 英x1.00 化x1.00 國x1.00,45,234.00,234.90
2253,國立中正大學,機械工程學系機械工程組,數甲x2.00 物x2.00 英x1.50 化x1.00 國x1.00,53,307.00,-----
2254,國立中正大學,機械工程學系光機電整合工程組,數甲x2.00 物x2.00 英x1.50 化x1.00 國x1.00,16,316.50,-----
2255,國立中正大學,化學工程學系,數甲x1.50 物x1.50 化x1.25,35,179.00,-----
2256,國立中正大學,通訊工程學系,數甲x1.00 物x1.00 英x1.00 化x1.00 國x1.00,21,225.00,228.15
2257,國立中正大學,資訊管理學系,數甲x2.00 英x2.00 國x1.00 物x1.00 化x1.00,29,295.00,-----
2260,國立中正大學,心理學系,英x1.50 數甲x1.50 生x1.25 國x1.00,25,223.50,-----
2261,國立中正大學,生物醫學科學系,英x1.25 化x1.50 生x1.50 國x1.00 數甲x1.00,18,259.50,-----
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
2262,國立中正大學,運動競技學系,英x2.00 國x2.00 生x1.50,3,224.00,-----
2263,大葉大學,機械與自動化工程學系,數甲x1.75 國x2.00 英x2.00,18,129.25,-----
2264,大葉大學,電機工程學系(半導體組),數甲x2.00 物x2.00 英x1.75,15,115.25,-----
2265,大葉大學,電機工程學系(智慧系統組),數甲x2.00 國x2.00 英x1.75,10,134.75,-----
2266,大葉大學,消防安全學士學位學程,國x2.00 英x1.00 化x1.00,6,83.00,-----
2267,大葉大學,資訊工程學系,數甲x1.75 國x2.00 英x2.00,33,123.25,-----
2270,大葉大學,環境工程學系,國x2.00 英x1.00 化x1.00,12,93.00,-----
2271,大葉大學,企業管理學系(經營管理組),國x2.00 英x1.75 歷x2.00,2,113.50,-----
2272,大葉大學,企業管理學系(數位行銷組),國x2.00 英x1.75 地x2.00,1,123.00,-----
2273,大葉大學,"會計與資訊管理學系(人工智慧商業應用
組)",國x2.00 英x2.00 歷x1.75,0,-----,-----
2274,大葉大學,"會計與資訊管理學系(人工智慧科技管理
組)",國x2.00 英x2.00 物x1.75,8,91.75,-----
2275,大葉大學,會計與資訊管理學系(會計管理組),國x2.00 歷x2.00 地x1.75,0,-----,-----
2276,大葉大學,會計與資訊管理學系(投資理財組),國x2.00 社x2.00 歷x1.75,1,203.00,-----
2277,大葉大學,財務金融學系(智慧投資組),國x2.00 公x2.00 英x1.00,7,98.00,-----
2300,大葉大學,設計學系,國x2.00 歷x2.00 英x1.00,1,113.00,-----
2301,大葉大學,傳播藝術學士學位學程,國x1.00 公x2.00 英x1.00,1,81.00,-----
2302,大葉大學,"多媒體數位內容學士學位學程(動畫與影
視特效組)",國x2.00 歷x1.75 地x2.00,2,200.50,-----
2303,大葉大學,"多媒體數位內容學士學位學程(遊戲與互
動設計組)",英x2.00 地x1.75 歷x2.00,5,96.75,-----
2304,大葉大學,"多媒體數位內容學士學位學程(動漫美術
與模型製作組)",國x2.00 英x1.75 歷x2.00,3,139.50,-----
2305,大葉大學,"多媒體數位內容學士學位學程(漫畫創作
組)",國x2.00 英x1.75 地x2.00,1,113.50,-----
2306,大葉大學,空間設計學系(建築組),英x1.00 國x2.00 地x2.00 歷x2.00,3,179.00,-----
2307,大葉大學,空間設計學系(室內設計組),英x1.00 國x2.00 地x2.00 歷x2.00,3,143.00,-----
2310,大葉大學,造形藝術學系,國x2.00 歷x2.00 英x1.75,1,143.00,-----
2311,大葉大學,英語學系,英x2.00 國x2.00 歷x1.25,0,-----,-----
2312,大葉大學,應用日語學系(商務觀光組),國x2.00 社x1.00 歷x2.00,1,135.00,-----
2313,大葉大學,應用日語學系(企業應用組),國x2.00 社x1.00 公x2.00,0,-----,-----
2314,大葉大學,應用日語學系(語文翻譯組),國x2.00 社x1.00 地x2.00,1,166.00,-----
2315,大葉大學,生物醫學系(檢驗醫學組),生x1.75 國x2.00 英x2.00,14,130.25,-----
2316,大葉大學,生物醫學系(生物醫藥組),化x1.75 國x2.00 英x2.00,10,130.00,-----
2317,大葉大學,藥用植物與食品保健學系(中藥保健組),英x2.00 國x1.75 生x2.00,5,123.75,-----
2320,大葉大學,藥用植物與食品保健學系(食品科學組),國x2.00 英x1.75 化x2.00,5,94.75,-----
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
2321,大葉大學,餐旅管理學系,國x2.00 地x2.00 英x1.75,0,-----,-----
2322,大葉大學,觀光休閒學系,國x2.00 公x2.00 歷x1.75,4,126.50,-----
2323,大葉大學,烘焙暨飲料調製學士學位學程,國x2.00 地x2.00 英x1.75,1,149.00,-----
2324,大葉大學,護理學系(國際組),英x2.00 國x2.00 化x1.75,10,97.00,-----
2325,大葉大學,護理學系(臨床組),國x2.00 英x2.00 公x1.75,2,143.00,-----
2326,大葉大學,運動健康管理學系,國x2.00 公x2.00 英x1.75,3,137.00,-----
2327,大葉大學,視光學系,英x2.00 國x2.00 數甲x1.75,21,89.00,-----
2330,大葉大學,醫學工程學系,數甲x2.00 物x2.00 英x1.75,7,99.75,-----
2331,大葉大學,醫學工程學系(智慧醫療組),英x2.00 國x2.00 化x1.75,7,88.25,-----
2332,大葉大學,職能治療學系A組,英x2.00 國x2.00 生x1.75,16,150.50,-----
2333,大葉大學,職能治療學系B組,英x2.00 國x2.00 公x1.75,3,111.00,-----
2334,中華大學,電機工程學系,數甲x2.00 國x2.00 英x1.00,71,120.00,-----
2335,中華大學,資訊工程學系(資訊工程組),國x2.00 數Ax1.00 物x2.00,60,108.00,-----
2336,中華大學,資訊工程學系(資訊應用組),國x2.00 數Bx1.00 公x2.00,8,95.00,-----
2337,中華大學,光電與材料工程學系(人工智慧應用組),國x2.00 地x2.00 歷x1.75,4,155.25,-----
2340,中華大學,光電與材料工程學系(生醫光電組),生x2.00 國x2.00 英x1.75,15,139.50,-----
2341,中華大學,光電與材料工程學系(半導體組),化x2.00 國x2.00 英x1.75,17,134.25,-----
2342,中華大學,工業管理學系(半導體產業組),物x2.00 化x2.00 公x1.75,16,70.75,-----
2343,中華大學,工業管理學系(智能應用組),歷x2.00 地x2.00 公x1.75,9,127.25,-----
2344,中華大學,資訊管理學系(資訊系統設計組),化x2.00 國x2.00 英x1.75,9,124.75,-----
2345,中華大學,資訊管理學系(資訊管理應用組),公x2.00 歷x2.00 國x1.75,3,137.50,-----
2346,中華大學,資訊管理學系(智慧商務組),公x2.00 歷x2.00 地x1.75,8,150.00,-----
2347,中華大學,"資訊管理學系(人工智慧與大數據應用
組)",公x2.00 歷x2.00 英x1.75,5,98.00,-----
2350,中華大學,企業管理學系企業管理組,地x2.00 公x2.00 歷x1.75,7,122.50,-----
2351,中華大學,企業管理學系智慧運輸與物流組,地x2.00 歷x2.00 公x1.75,1,164.00,-----
2352,中華大學,財務管理學系財務金融管理組,歷x2.00 地x1.00 公x2.00,4,119.00,-----
2353,中華大學,財務管理學系金融資訊管理組,歷x1.00 地x2.00 公x2.00,1,155.00,-----
2354,中華大學,財務管理學系會計資訊與稅務組,歷x2.00 地x1.00 公x1.00,2,93.00,-----
2355,中華大學,建築與都市計畫學系(第一類組),公x2.00 歷x1.00 地x2.00,3,132.00,-----
2356,中華大學,建築與都市計畫學系(第二類組),國x2.00 物x1.75 數Bx2.00,22,84.00,-----
2357,中華大學,土木工程學系,物x2.00 國x2.00 英x1.75,50,99.00,-----
2360,中華大學,應用日語學系,國x2.00 歷x2.00 地x1.00,1,175.00,-----
2361,中華大學,應用外語暨智慧商務學士學位學程,國x2.00 公x2.00 英x1.50,2,107.00,-----
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
2362,中華大學,國際事務暨智慧行銷學士學位學程,社x2.00 公x1.50 國x1.00,0,-----,-----
2363,中華大學,觀光學院學士班,公x2.00 國x2.00 社x1.00,2,110.00,-----
2364,義守大學,電機工程學系,數甲x2.00 國x2.00 英x1.50,30,169.50,171.80
2365,義守大學,電子工程學系光電半導體組,物x2.00 國x2.00 英x1.50,18,161.50,-----
2366,義守大學,電子工程學系電子智慧系統組,數甲x2.00 國x2.00 英x1.50,11,160.00,-----
2367,義守大學,資訊工程學系資訊工程組,數甲x2.00 國x2.00 英x1.50,40,154.00,-----
2370,義守大學,資訊工程學系資訊應用組,英x2.00 國x2.00 歷x1.50,15,124.50,-----
2371,義守大學,智慧網路科技學系智慧軟體應用組,國x2.00 公x1.00 英x2.00,6,108.00,-----
2372,義守大學,智慧網路科技學系智慧網通科技組,國x2.00 物x2.00 英x1.00,5,133.00,-----
2373,義守大學,機械與自動化工程學系,物x2.00 國x2.00 英x1.50,16,150.50,-----
2374,義守大學,化學工程學系甲組,化x2.00 國x2.00 英x1.75,41,151.00,-----
2375,義守大學,化學工程學系乙組,生x2.00 國x2.00 英x1.75,5,170.75,-----
2376,義守大學,土木工程學系,物x2.00 國x2.00 數甲x1.75,25,144.50,-----
2377,義守大學,材料科學與工程學系甲組,英x2.00 國x2.00 數甲x1.75,33,149.00,-----
2400,義守大學,材料科學與工程學系乙組,英x2.00 國x2.00 化x1.75,10,156.00,-----
2401,義守大學,資料科學與大數據分析學系,數甲x2.00 國x2.00 英x1.50,18,130.50,-----
2402,義守大學,智慧科技英語學士學位學程,英x2.00 國x2.00 物x1.75,8,137.00,-----
2403,義守大學,工業管理學系,國x2.00 英x2.00 公x1.75,8,107.75,-----
2404,義守大學,資訊管理學系電子商務與智慧物聯網組,國x2.00 歷x2.00 英x1.00,4,101.00,-----
2405,義守大學,資訊管理學系人工智慧與大數據組,國x2.00 歷x2.00 地x1.75,9,125.25,-----
2406,義守大學,企業管理學系,國x2.00 歷x2.00 英x1.00,15,102.00,-----
2407,義守大學,財務金融管理學系,國x1.50 歷x1.00 英x1.00 數Bx1.00,22,73.50,-----
2410,義守大學,會計學系,國x2.00 英x1.25 地x2.00,8,130.50,-----
2411,義守大學,國際商務學系,英x2.00 國x1.50 歷x1.50,3,120.50,-----
2412,義守大學,公共政策與管理學系,歷x2.00 社x2.00 國x1.75,12,123.75,-----
2413,義守大學,醫務管理學系,國x2.00 公x2.00 英x1.50,21,106.50,-----
2414,義守大學,健康管理學系甲組,國x2.00 歷x2.00 英x1.75,0,-----,-----
2415,義守大學,健康管理學系乙組,國x2.00 地x2.00 英x1.75,3,109.50,-----
2416,義守大學,餐旅管理學系,國x2.00 社x2.00 歷x1.75,2,125.00,-----
2417,義守大學,運動科技與休閒管理學系,國x2.00 社x2.00 歷x1.75,4,125.00,-----
2420,義守大學,廚藝暨美食學學系,國x2.00 社x1.50 歷x1.50,2,130.50,-----
2421,義守大學,國際企業經營英語學士學位學程,英x2.00 國x2.00 歷x1.00,1,150.00,-----
2422,義守大學,"財務與商業分析英語學士學位學程(國際
學院)",英x2.00 國x1.00 歷x1.00,0,-----,-----
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
2423,義守大學,"智慧觀光餐旅管理英語學士學位學程(國
際學院)",英x2.00 公x1.75 國x1.00,0,-----,-----
2424,義守大學,國際傳媒與娛樂管理學系(國際學院),英x2.00 歷x2.00 國x1.00,3,96.00,-----
2425,義守大學,國際溝通暨應用英語學系,英x2.00 國x2.00 歷x1.00,6,104.00,-----
2426,義守大學,應用日語學系,國x2.00 歷x2.00 英x1.00,15,99.00,-----
2427,義守大學,大眾傳播學系,國x2.00 社x2.00 歷x1.75,12,134.00,-----
2430,義守大學,創意整合設計學系,國x2.00 歷x2.00 英x1.00,8,103.00,-----
2431,義守大學,電影與電視學系,國x2.00 社x2.00 歷x1.75,10,155.50,-----
2432,義守大學,新媒體設計學系,國x2.00 歷x2.00 英x1.75,9,117.75,-----
2433,義守大學,營養學系,生x2.00 國x2.00 英x1.00,32,164.00,-----
2434,義守大學,生物醫學工程學系,國x2.00 化x2.00 物x1.75,24,146.75,-----
2435,義守大學,醫學科學與生物科技學系醫藥組,國x2.00 化x2.00 英x1.75,17,165.75,-----
2436,義守大學,醫學科學與生物科技學系生技組,國x2.00 生x2.00 英x1.50,16,172.00,-----
2437,義守大學,護理學系,英x1.75 國x2.00 生x2.00,59,150.75,176.45
2440,義守大學,醫學影像暨放射科學系,自x2.00 生x2.00 國x2.00 數甲x1.00,26,241.00,267.30
2441,義守大學,物理治療學系,生x2.00 英x2.00 國x1.50 物x1.00 數Ax1.00,14,312.50,-----
2442,義守大學,職能治療學系,英x2.00 生x2.00 國x1.75 數Ax1.00,12,264.25,-----
2443,義守大學,醫學檢驗技術學系,化x2.00 生x2.00 英x2.00 國x1.00,17,238.00,-----
2444,義守大學,醫學系(公費生),英x1.50 生x1.50 化x1.00 物x1.00 數甲x1.00,7,313.50,-----
2445,義守大學,半導體學士學位學程,物x2.00 國x1.50 英x1.50,11,124.50,-----
2446,銘傳大學,企業管理學系品牌行銷組(台北校區),國x2.00 英x1.00 歷x2.00,27,148.00,-----
2447,銘傳大學,企業管理學系企業管理組(台北校區),國x2.00 社x1.00 數Bx1.00 公x2.00,43,162.00,-----
2450,銘傳大學,企業管理學系數位經營組(台北校區),國x1.00 數Bx1.00 公x1.00,21,75.00,-----
2451,銘傳大學,會計學系會計審計組(台北校區),公x2.00 國x1.00 社x1.00,36,113.00,126.95
2452,銘傳大學,會計學系稅務規劃組(台北校區),公x2.00 國x1.00 歷x1.00,31,108.00,-----
2453,銘傳大學,財務金融學系甲組(台北校區),數Bx2.00 國x1.00 公x1.00,24,114.00,-----
2454,銘傳大學,財務金融學系乙組(台北校區),英x2.00 數Bx1.00 公x1.00,21,94.00,-----
2455,銘傳大學,財務金融學系丙組(台北校區),社x2.00 公x1.50 數Bx1.00,18,138.00,-----
2456,銘傳大學,"風險管理與保險學系保險金融行銷組(台
北校區)",國x1.00 公x1.25 社x1.00,30,82.00,-----
2457,銘傳大學,"風險管理與保險學系資訊應用組(台北校
區)",國x1.00 公x1.25 數Bx1.00,14,69.00,-----
2460,銘傳大學,"國際企業學系跨境電商經營組(台北校
區)",公x1.50 歷x1.25 英x1.00,39,88.00,90.05
2461,銘傳大學,"國際企業學系外貿行銷管理組(台北校
區)",英x1.25 國x1.00 歷x1.00,40,78.25,-----
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
2462,銘傳大學,新媒體暨傳播管理學系(台北校區),國x2.00 英x2.00 歷x1.00,28,135.00,-----
2463,銘傳大學,廣播電視學系(台北校區),國x1.00 社x1.00 歷x1.00,35,105.00,-----
2464,銘傳大學,廣告暨策略行銷學系(台北校區),國x1.00 歷x2.00 公x2.00,35,156.00,-----
2465,銘傳大學,影音新聞暨社群傳播學系(台北校區),國x2.00 公x1.50 歷x1.00,25,140.50,-----
2466,銘傳大學,法律學系(台北校區),公x2.00 國x1.25 英x1.00,63,146.00,147.25
2467,銘傳大學,財金法律學系(台北校區),國x2.00 英x2.00 公x1.50,28,174.50,-----
2470,銘傳大學,"國際企業與貿易學士學位學程(全英語授
課．台北校區)",英x2.00 公x1.00 歷x1.00,12,75.00,-----
2471,銘傳大學,"新聞與大眾傳播學士學位學程(全英語授
課．台北校區)",英x2.00 公x1.50 國x1.00,12,76.50,-----
2472,銘傳大學,"時尚與創新管理學士學位學程(全英語授
課．台北校區)",英x2.00 公x1.00 國x1.00,5,101.00,-----
2473,銘傳大學,"國際事務與外交學士學位學程(全英語授
課．桃園校區)",英x1.00 公x1.00 歷x1.00,3,50.00,-----
2474,銘傳大學,"資訊科技應用與管理學士學位學程(全英
語授課．桃園校區)",英x1.50 國x2.00 公x1.00,6,87.00,-----
2475,銘傳大學,應用中國文學系語文傳播組(桃園校區),國x1.50 歷x1.00 社x1.00,5,76.00,-----
2476,銘傳大學,應用中國文學系語文創作組(桃園校區),國x1.50 歷x1.00 公x1.00,3,93.50,-----
2477,銘傳大學,"應用英語學系英語教學與雙語教育組(桃
園校區)",英x2.00 國x1.00 公x1.00,6,67.00,-----
2500,銘傳大學,"應用英語學系英語商務與口筆譯組(桃園
校區)",英x2.00 歷x1.00 公x1.00,7,69.00,-----
2501,銘傳大學,應用日語學系(桃園校區),歷x1.50 公x1.50 國x1.00,48,105.50,-----
2502,銘傳大學,華語文教學學系(桃園校區),國x2.00 公x2.00 歷x1.50,1,138.00,-----
2503,銘傳大學,商業設計學系(桃園校區),公x2.00 國x2.00 英x1.00,33,133.00,-----
2504,銘傳大學,"商品設計學系人工智慧應用組(桃園校
區)",國x2.00 社x1.00 歷x1.00,13,109.00,-----
2505,銘傳大學,"商品設計學系福祉生活設計組(桃園校
區)",國x2.00 社x1.00 公x1.00,8,112.00,-----
2506,銘傳大學,"商品設計學系產品行銷企劃組(桃園校
區)",國x2.00 英x1.00 公x1.00,8,104.00,-----
2507,銘傳大學,"數位媒體設計學系遊戲互動與AI應用組
(桃園校區)",國x2.00 社x1.00 地x1.00,9,125.00,-----
2510,銘傳大學,"數位媒體設計學系動畫文創組(桃園校
區)",國x2.00 社x1.00 歷x1.00,9,141.00,-----
2511,銘傳大學,"數位媒體設計學系影視創意組(桃園校
區)",國x2.00 社x1.00 公x1.00,7,127.00,-----
2512,銘傳大學,建築學系(桃園校區),國x2.00 社x1.00 公x1.00,28,127.00,158.20
2513,銘傳大學,都市規劃與防災學系(桃園校區),公x2.00 國x1.50 英x1.00,10,102.50,-----
2514,銘傳大學,動漫文創設計學士學位學程(桃園校區),國x2.00 社x1.00 公x1.00,13,105.00,-----
2515,銘傳大學,觀光事業學系(桃園校區),國x1.00 地x1.00 歷x1.00,16,83.00,-----
"系組
代碼",校名,系組名,採計及加權,"錄取人數
(含外加)","普通生
錄取分數","原住民
錄取分數"
2516,銘傳大學,休閒遊憩管理學系(桃園校區),公x1.25 國x1.00 歷x1.00,20,86.25,94.60
2517,銘傳大學,餐旅管理學系(桃園校區),公x1.00 歷x1.00 國x1.00,17,81.00,-----
2520,銘傳大學,犯罪防治學系(桃園校區),公x2.00 國x2.00 英x1.00,66,154.00,168.30
2521,銘傳大學,公共事務與行政管理學系(桃園校區),公x2.00 國x1.00 歷x1.00,26,105.00,-----
